sentiment,content
0,cal dachshund rescue find home foster pup max soooooo sad see leave
1,elizapatricia saw fleetwood mac insanely jealous enough money buy ticket think never see
1,jessejane look great morning already
0,soooooooooo glad learn farrells ice cream parlor stag comeback cal bad mission viejo mall
0,bogwhoppit yes weeks get ask return end wish buy never mind
1,mortensax promise thank
0,bore death
0,wow realize limit quot quot button suck guess two days max sign twitter
0,springwestend cant believe close moro ive never chance see show good luck everyone star
0,nathanblevins maybe next time away weekend much like jump car pout
0,talk samgrover cute grandma phone speak hindi best language somehow manged
0,coollike cokies arnt real imaginary hav mmmmmmmmmmmm cookie
0,get bed
0,sad fitness center reopen zumba class anymore find today last class closure
0,hummingbird yeah tough time
1,aquapunk _mintyfresh thank much
0,nzdeany give pizza kid would never let fav hot ones
0,reactiveretro yeah agree best aww leeaave
0,mitchelmusso really want talk mitch live indonesia cant call least give shoutout please
0,love sunshine hat think office without windows
0,mtmodular pixies number give energy rush play festival close june work win
1,megan_ftw awh sorry probably go thing haha
0,sad day office glad friday like get away poor worker lose son
0,melly hmm certain one ive give like muck head give sometimes tbh
0,want listen musiq soulchild ipod
0,favorite shirt ruin death bleach
0,produce pieterbickford anchor sad goodbye miss lynne ashminov miss
1,get night great mood
1,robinmeyers look like full lincoln marathon yesterday awesome tough
1,vengenz lovely attempt poetry
1,finish melzer zombie chronicle days ago bittersweet need something new gym
1,toast bake bean sandwich red wine perfect sunday night dinner combination
0,tatrtalk want sadly work today normally work fridays either
1,aww son give purple shock mother day
1,victorglenn saw pics awesome
1,haha follow john mayer pretty funny guy want move much fun
1,kirstynsmith spend hours sit sun picnic lunch ice cream win bbq today
1,aeroplanes know plato one favorite wkp songs
1,subclub take advice enjoyable small alone would come lol
1,wish kirstiealley happy mother day
0,wossy killers best bite disappoint last song cut short watch full iplayer
0,twitter one talk know celebs nice speak
0,early morning walkies really thing least vaguely warm
1,xodedexo course come join sleep bring big dill pickle
0,xomorganjane sad look forward see
1,themanwhofell compliment take thank key
0,tyefighter sell guitar hero fund split
1,jenniferdodd town next week party get back happy early birthday
0,happen warm commence pout return readysetgo
1,jami_hirsch thank follow wish plan open shoppe economy turn
0,roll bed past hours still unable sleep
0,dinosuit idk stupid grader
1,wake cat face haha
1,play acoustic set style bar today hope see
0,jae yes ave never orderd lil funny first check
1,opalbonfante wonderful let know think light read
0,time get game cancel season like show
1,jpblogger nothing like quot rocknrolla quot another good film rock title
1,doctor office woooo much fun back wotk cant afford
1,sugafactory omg haha half hour late work whoop hahaha workin sit mornins
1,awesome girl scout day dodger stadium two awesome olympic athletes joanna hay heather bown win
1,mommys gummy mother day posterrr
0,melissa_paige amen clearly know able say wonderful get though suck
0,thatchmaster miss place miss wegmans even whole foods wegmans
1,celestialq good let get
1,petespencer yeah say shite alot say shiiite rhyme light
1,arielm happy happy birthday
1,salute chapel hill north carolina
1,yuniphan yay congratulations newly mint graduate let buy lunch ice chocolates plural celebrate
0,mtupyro feel bad get foad promotion
0,ready weekend yay even though lucky person get work days row till get another one
0,aaawww soooooooo tire today dont feel good dont wanna work wah yeah goin work mins til close
0,hurt feet
0,alyssa_milano local pet store get shut last something like horrible animals
0,ugh delivery postpone shes baby til work
1,saw fiddler topol girls looooved next month annie row wait trip music store fiddler sheet music
0,miss little batty months old get sick always fun full life even end
1,come back see boat rock amazingly cool movie definitely get dvd
1,haoranc
0,hey everyone guess rooney come today
0,summer yet read book long book
0,feed pain
1,mandybooklover nice quiet sunday
0,mitchelmusso call mitch sweden
0,one want sit lunch guess bury head laptop continue anti social
1,go ikea roomie shop apartment ikea like top ten store love
1,mollymazy aww happy mother day girlie kingston lucky great mommy
0,moment foward imma spend money wisely dress shoe shop every week pig fav rest
0,shotdown haha stay nearly hours coach get may convenient hour
0,scopezum feel way hours sleep still exhaust ahh
1,missjia word yayy twitter dark lol
1,supprintdesign like let
1,crystaljanee greaaat minee pleaseeeeee
0,believe black personality explain feel boyfrann mine gots spring
0,booo dario let get hair cut
1,hoopsiscrazy think web design wld well international brotherhood magicians maybe magic success sxswi
1,want watch naruto shippuuden miss episodes
0,work
1,excite lot good things happen work wise melbourne
0,want sit park really paint bathroom
0,chocolovere feel way every day
1,avenue rain cool
0,jaidenkhat sadface
1,humous dorito yes
1,quot dream better world come quot someone could live word dude
1,last night fun lighten thunder today
1,jemambrose congrats highly doubt buyer remorse want car
0,someone steal new laptop airport even use guess economy breed new set quot opportinists quot
1,jimmymarsh awesome job last night
1,post late get back see star trek awesome
0,jennafletch freddies cotch ladyhawke miss bajan beauty
1,anyone excite harry potter like damn twilight postpone first love well find hai chai
1,hey guy go create iphone app twitter client call tweetilicious please reply thoughts
0,net die yeah sad
0,gonna miss thick blood next friday
0,freakin migraine
1,jbcp separate desks computers side room short dividers think need extend ceiling
1,everbrandy look like fun
0,need play infamous free blockbuster rental coupon need one miss coke reward
1,wrldfms would know phone
0,ugh miserable look day degrees summer
1,conorp yes one final party better make good one much mpre stuff get
0,t_isfortammy sad tweet sad
1,candyconquest yes thank haha field flower exist singapore well ones frolick
1,naomijlea good job track head cos sadly access boo
1,get ben button today complete best picture noms get great year
1,class yow party four hour lecture mix attal drink red bull amp still sleepy smh alrite bedtime
0,thevowel version suck
0,stomach hurt bad
0,right richard marx right wait really make feel nauseatingly sad
0,hairstylist leave salon without tell go damn
1,bank holiday london woohoo
1,lopezwilfred yeah lookout tweet happy tweet
1,niqhty niqht niqht toqether great day ayyojayfressh ily yall
1,spanish suckiest class ever learn atleast quiero tiasha
0,see tinyï think thoughts smile catch radio big daft grin face
1,mcfly gig last nightt omg amazin didnt sit whole thing mcfly see best mate tutus
1,ckanal funny say fill speak cheer
0,ottosdaughter sorry hear
1,emalyse david aaronovitch always worth make exception good morning way
1,hang school last day seniors
0,zero thomas
0,woahamber hate
0,awww kanye west shame doesnt get joke
0,nyc right favorite people instead stick
0,book read movies watch stuff buy bore
0,damn sunburn hurt jack whitehall mmmmm
0,kingdingaling_ wendi leavin racists start cryin
1,dinner jiuliani family yum
1,lovely day yesterday weather great stupid slapton
0,weekend go way fast way work david archuleta tow
1,tons fun yay prom lot fun horayyyayayay
1,krystalnichole pretty good think overdo gym yesterday work
0,freeze math class
0,watch quot sicko quot utterly digusted country
0,finally go bed stay read script quot remember quot sad sooo good happy mother day mother
1,get hair bout hit club see later smooch
0,give brother hug good bye take load furniture away house take mattress like
0,phxphoto kid ugh one thing know sure win show property weekend
1,way home sleep
0,still feelin like blah hours
1,crave king size snicker
0,honorsociety luvvv one aquestion full moon crazy tour date toronto
1,adnamay nite nite bday girl fun concert
0,workout stink headphones
1,shoegal okay cool
1,feel great
1,dickiea chrisjlovell true chrisjlovell download tweetdeck yet literally amaze xxx
0,dorkybarb currently penguins zoo sometime soon
0,miss hubby already
1,wow two hour conversation someone omegle amaze
0,sooooo drop phone text tweet currently bang face spike cover poison ivy infest wall
1,bump air supply greastest hit
0,libbyoliver catch tweet get home time last mins itv show bgt tonight miss
0,mcdonalds mccafe taste like chewin cigarette butt miss sonic card
0,bum babydoll spaghetti strap tank three wolf moon shirt love meme hate wear fabric box
0,nesitajai leave week know dont see everyday like fact city
1,another week begin one get better last
0,cause miss lot class
1,i_dulay swear take hours get bel air alabang yes love reminisce trip amp cdeocampo
0,blow torch break real bummer
1,jon amp kate kid attract huge audience tabloid headline state labor investigation
0,back work migraine linger wait weekend
1,btillo hehe thank advice choose shoe three hard
1,hey let follow awesome
1,watch alien boobie craig rise house early bedtime grow
0,use internal sig external mail damn
0,kiwiikink vma guess also wanna london june demi lovato concert one go
0,wake star war end title song sorta awesome also kinda creepy
